EventId;InvestigationType;AccidentNumber;EventDate;Location;Country;Latitude;Longitude;AirportCode;AirportName;InjurySeverity;AircraftDamage;AircraftCategory;RegistrationNumber;Make;Model;AmateurBuilt;NumberOfEngines;EngineType;FARDescription;Schedule;PurposeOfFlight;AirCarrier;TotalFatalInjuries;TotalSeriousInjuries;TotalMinorInjuries;TotalUninjured;WeatherCondition;BroadPhaseOfFlight;ReportStatus;PublicationDate
20161219X82155;Incident;OPS17IA008A;12/14/2016;San Francisco, CA;United States;37.618889;-122.377223;SFO;SAN FRANCISCO INTL;Incident;;Airplane;;BOMBARDIER INC;CL 600 2B19;No;2;Turbo Fan;;SCHD;;;;;;9;;TAXI;Preliminary;11/17/2017
20170222X72740;Incident;DCA17WA065;12/12/2016;Adelaide, Australia;Australia;;;;;Incident;;Airplane;;BOEING;737;No;;;;;;;;;;2;;STANDING;Foreign;
20161221X74130;Incident;DCA17WA045;12/06/2016;Darwin, Australia;Australia;;;;;Incident;Minor;Airplane;;BOEING;737;;;;;;;;;;;;;LANDING;Foreign;
20161205X55455;Incident;ENG17IA005;12/04/2016;San Antonio, TX;United States;29.531389;-98.468334;SAT;SAN ANTONIO INTL;Incident;Minor;Airplane;N161SY;EMBRAER;ERJ170 200LR;No;2;Turbo Fan;Part 121: Air Carrier;SCHD;;SKYWEST AIRLINES INC;;;1;54;VMC;LANDING;Factual;09/13/2018
20161208X21155;Incident;ENG17IA006;11/29/2016;Kansas, IL;United States;39.502778;-87.930000;;N/A;Incident;;Airplane;N367CA;BOMBARDIER INC;CL 600 2C10;No;2;Turbo Fan;Part 121: Air Carrier;SCHD;;GoJet Airlines, LLC. (DBA: Delta Connection);;;;73;UNK;;Probable Cause;03/07/2018
20161130X21828;Incident;GAA17IA083;11/28/2016;Salinas, CA;United States;36.662778;-121.606389;SNS;SALINAS MUNI;Incident;Minor;Airplane;N22AF;CESSNA;560;No;2;Turbo Fan;Part 91: General Aviation;;Personal;;;;;1;VMC;TAXI;Factual;03/01/2018
20161128X30720;Incident;ENG17WA004;11/26/2016;Singapore, Singapore;Singapore;;;;;Incident;;Airplane;;Boeing Commercial Airplane Gro;B787-9;;2;Turbo Fan;;;;;;;;;;STANDING;Foreign;
20170601X12541;Incident;ENG17WA025;11/15/2016;Hong Kong, Hong Kong;Hong Kong;;;;;Incident;;Airplane;;BOMBARDIER;BD700 1A11;;;;;;;;;;;;;APPROACH;Foreign;
20161116X13203;Incident;CEN17WA040;11/14/2016;Albrook, Panama;Panama;;;MPMG;Marcos A. Gelabert Intl.;Incident;Minor;Airplane;N303CZ;BOMBARDIER;BD 100-1A10;No;2;;Non-U.S., Non-Commercial;;;;;;;2;VMC;LANDING;Foreign;
20161123X41901;Incident;DCA17WA030;11/09/2016;Mexico City, Mexico;Mexico;;;;;Incident;;Airplane;;BOEING;737;No;;;;;;;;;;;;LANDING;Foreign;
20170502X82208;Incident;WPR17WA095;10/27/2016;Banswara, India;India;23.544166;74.432778;;;Incident;Minor;Airplane;;CESSNA;500;No;;;;;;;;;;9;;LANDING;Foreign;
20161027X20715;Incident;DCA17IA020;10/27/2016;New York, NY;United States;40.769167;-73.885000;LGA;New Yor La Guardia;Incident;Minor;Airplane;N278EA;BOEING;737 7L9;No;2;Turbo Fan;Part 121: Air Carrier;NSCH;;Eastern Airlines Group, Inc.,;;;;48;IMC;LANDING;Probable Cause;09/21/2017
20161027X90950;Incident;ENG17IA003;10/26/2016;Seattle, WA;United States;;;;;Incident;;Airplane;N855NW;AIRBUS;A330 223;;2;Turbo Fan;Part 121: Air Carrier;SCHD;;DELTA AIR LINES INC;;;;;;TAKEOFF;Preliminary;11/08/2016
20161026X21815;Incident;OPS17IA003;10/21/2016;Westfield, MA;United States;42.145277;-72.718889;BAF;WESTFIELD-BARNES RGNL;Incident;;Airplane;;DOUGLAS;DC 9 83;;;;;NSCH;;;;;;;IMC;LANDING;Preliminary;06/01/2017
20161020X34454;Incident;ERA17WA025;10/16/2016;Chimbote, Peru;Peru;-9.000000;-78.000000;;;Incident;;Airplane;;PIPER;PA23;No;;;Non-U.S., Non-Commercial;;;;;;;2;;CRUISE;Foreign;
20161014X31149;Incident;WPR17IA007;10/13/2016;Missoula, MT;United States;46.916389;-114.090555;MSO;MISSOULA INTL;Incident;Minor;Airplane;N148Z;SHORT BROS;SD3 60 SHERPA;No;2;Turbo Prop;Public Aircraft;;Ferry;;;;;2;VMC;APPROACH;Factual;07/02/2018
20161017X83226;Incident;ENG17WA002;10/06/2016;Wanaka, New Zealand;New Zealand;;;;;Incident;Minor;Helicopter;;MD HELICOPTER;500;No;;Turbo Shaft;;;;;;;;;;STANDING;Foreign;
20161026X15434;Incident;DCA16WA242;09/30/2016;Long Key, Bahamas;Bahamas;;;;;Incident;;Airplane;N376SA;BEECH;1900C;No;2;Turbo Prop;;;;;;;;;;LANDING;Foreign;
20170103X41737;Incident;ENG16RA041;09/29/2016;Malmo, Sweden;Sweden;;;;;Incident;;Airplane;;BAE;AVRO146RJ;No;;;;;;;;;;;;TAKEOFF;Foreign;
20160930X83548;Incident;DCA16WA229;09/28/2016;Ballina, Australia;Australia;;;;;Incident;;Helicopter;;PULSE;Vapor 55;No;;;;;;;;;;;;CRUISE;Foreign;
20160930X75723;Incident;DCA16WA227;09/27/2016;Abu Dhabi, United Arab Emirates;United Arab Emirates;;;;;Incident;Minor;Airplane;;BOEING;777;No;;;;;;;;;;;;TAKEOFF;Foreign;
20161005X64448;Incident;CEN16WA392;09/26/2016;Barcelona, Spain;Spain;;;;;Incident;;Airplane;;GULFSTREAM;G200;No;;;;;;;;;;4;;LANDING;Foreign;
20170113X34413;Incident;ENG16WA043;09/22/2016;Brisbane, Australia;Australia;;;;;Incident;;Airplane;;AIRBUS;A320;No;;Turbo Fan;;;;;;;;;;;Foreign;
20161020X44028;Incident;ENG16WA040;09/21/2016;Chiclayo, Peru;Peru;-6.777223;-79.828611;;;Incident;;Airplane;;AIRBUS;A319;No;2;Turbo Fan;;;;;;;;;;;Foreign;
20161214X65650;Incident;CEN16WA396;09/20/2016;Cologne, Germany;Germany;50.865833;7.142777;EDDK;Cologne/Bonn;Incident;Minor;Airplane;;SWEARINGEN;SA227;No;2;Turbo Prop;;;;;;;;2;VMC;LANDING;Foreign;
20160929X93620;Incident;ENG16IA037;09/19/2016;Miami, FL;United States;25.795833;-80.286944;MIA;MIAMI INTL;Incident;Minor;Airplane;P4-AAA;AIRBUS;A320;No;2;Turbo Fan;Part 129: Foreign;SCHD;;Aruba Airlines;;;;;UNK;TAKEOFF;Probable Cause;01/25/2018
20161018X00824;Incident;OPS16WA017;09/11/2016;Gold Coast, Australia;Australia;;;;;Incident;;Airplane;;AIRBUS;A330;No;;;;;;;;;;;;APPROACH;Foreign;
20160909X41906;Incident;ENG16WA036;09/07/2016;Tarcoola, Australia, Australia;Australia;-30.912778;133.778889;;;Incident;;Airplane;;BOEING;777;No;2;Turbo Fan;;;;;;;;2;;;Foreign;
20160930X81802;Incident;DCA16WA228;08/30/2016;London, United Kingdom;United Kingdom;;;;;Incident;;Airplane;;BOEING;777;No;;;;;;;;;;;;TAKEOFF;Foreign;
20160812X71506;Incident;DCA16IA215;08/11/2016;Wood, SD;United States;;;;;Incident;Minor;Airplane;N632JB;AIRBUS;A320 232;;2;Turbo Fan;Part 121: Air Carrier;SCHD;;JetBlue Airways;;;27;124;;;Preliminary;12/08/2016
20160817X93540;Incident;ENG16WA032;08/07/2016;Over the Pacific, Unknown;Unknown;;;GUM;GUAM INTL;Incident;;Airplane;;BOEING;787;No;2;Turbo Fan;;SCHD;;;;;;320;;CRUISE;Foreign;
20160821X03100;Incident;DCA16WA213;07/31/2016;Makassar, Indonesia;Indonesia;;;;;Incident;;Airplane;;BOEING;737;No;;;;;;;;;;155;;APPROACH;Foreign;
20160907X90923;Incident;ENG16WA035;07/12/2016;Mexico City, Mexico;Mexico;;;;;Incident;Substantial;Airplane;;BOEING;737;No;2;;;;;;;;;150;;LANDING;Foreign;
20160802X32607;Incident;ENG16RA030;07/09/2016;Narita, Japan;Japan;;;;;Incident;;Airplane;;AIRBUS;A320;No;;;;;;;;;;;;;Foreign;
20160707X02944;Incident;ENG16IA027;07/07/2016;Jamaica, NY;United States;40.641389;-73.778611;JFK;JOHN F KENNEDY INTL;Incident;Minor;Airplane;N706TW;BOEING;757;No;;Turbo Fan;Part 121: Air Carrier;SCHD;;DELTA AIR LINES INC;;;;157;UNK;TAKEOFF;Probable Cause;07/19/2018
20160708X61700;Incident;DCA16IA200;07/07/2016;Rapid City, SD;United States;44.147500;-103.106667;KRCA;Ellsworth AFB;Incident;;Airplane;N333NW;AIRBUS INDUSTRIE;A320 211;No;2;Turbo Fan;Part 121: Air Carrier;SCHD;;DELTA AIR LINES INC (DBA: Delta Airlines);;;;129;VMC;LANDING;Probable Cause;05/26/2017
20160630X70958;Incident;CEN16IA238;06/27/2016;Zeeland, MI;United States;42.809444;-85.981667;Z98;Ottawa Executive;Incident;Minor;Helicopter;N518EG;ENSTROM;280;No;1;Reciprocating;Part 91: General Aviation;;Instructional;;;;;2;VMC;STANDING;Probable Cause;05/01/2017
20160627X35213;Incident;CEN16WA232;06/23/2016;Hannover, Germany;Germany;;;EDDV;Hannover Airport;Incident;Minor;Airplane;;BEECH;65A90;No;;;Non-U.S., Non-Commercial;;;;;;;1;;TAKEOFF;Foreign;
20160711X40951;Incident;ERA16WA249;06/21/2016;Lima, Peru;Peru;-12.021945;-77.114444;SPJC;Jorge Chavez International;Incident;Minor;Airplane;;BEECH;B200;No;;;;;;;;;;3;UNK;CRUISE;Foreign;
20160624X52325;Incident;DCA16WA189;06/17/2016;Launceston, Australia;Australia;;;;;Incident;;Airplane;;BOEING;737;No;;;;;;;;;;;;APPROACH;Foreign;
20160620X30745;Incident;ERA16WA221;06/16/2016;Rionegro, Colombia;Colombia;6.171667;-75.424445;SKRG;Jose Maria Cordova Int'l;Incident;Minor;Airplane;N963CH;GULFSTREAM;GULFSTREAM150;No;2;Turbo Fan;Part 91: General Aviation;;Business;;;;;5;VMC;LANDING;Foreign;
20160627X11456;Incident;ENG16WA025;06/16/2016;Buenos Aires, Argentina, Argentina;Argentina;;;SABE;Aeroparque Jorge Newbery;Incident;;Airplane;;BAE;JETSTREAM3100;No;;Turbo Prop;;;;;;;;;;UNKNOWN;Foreign;
20160819X20959;Incident;CEN16WA327;06/13/2016;Manchester, United Kingdom;United Kingdom;;;EGCB;Manchester Barton Airport;Incident;Minor;Helicopter;;ROBINSON;R44;No;;;Unknown;;;;;;;2;;UNKNOWN;Foreign;
20160930X80751;Incident;ENG16WA038;06/08/2016;Toulouse, France, France;France;;;;;Incident;;Airplane;;BOEING;737;;;;;;;;;;;;;;Foreign;
20161105X02700;Incident;ERA16WA335;06/04/2016;Yurimaguas, Peru;Peru;-5.893611;-76.116389;SPMS;Moises Benzaquen Rengifo;Incident;Substantial;Airplane;;PIPER;PA34;No;2;Reciprocating;Non-U.S., Commercial;;;;;;;6;;LANDING;Foreign;
20160624X45941;Incident;DCA16WA188;06/04/2016;Sofia, Bulgaria;Bulgaria;;;;;Incident;;Airplane;;BOEING;737;No;;;;;;;;;;;;CRUISE;Foreign;
20160527X05452;Incident;ENG16RA023;05/27/2016;Tokyo, Japan;Japan;;;;;Incident;Minor;Airplane;;BOEING;777;No;;;;;;;;;;;;TAKEOFF;Foreign;
20160505X40535;Incident;WPR16IA100;04/29/2016;San Carlos, CA;United States;37.511944;-122.249444;SQL;San Carlos;Incident;;Airplane;N200KR;PIPER;PA28;No;1;Reciprocating;Part 91: General Aviation;;Instructional;;;;;2;VMC;TAKEOFF;Probable Cause;09/06/2017
20160521X95152;Incident;DCA16WA160;04/27/2016;Guangzhou, China;China;;;;;Incident;Minor;Airplane;;BOEING;737;;;;;;;;;;;;;TAKEOFF;Foreign;
20160503X05234;Incident;DCA16WA142;04/24/2016;Frankfurt, Germany;Germany;;;;;Incident;;Airplane;;BOEING;767;No;;;;;;;;;;2;;LANDING;Foreign;
20170301X30528;Incident;DCA16WA244;04/23/2016;Apia, American Samoa;American Samoa;;;;;Incident;Minor;Airplane;;BOEING;737;No;;;Part 129: Foreign;;;;;;;;;LANDING;Foreign;
20160721X05533;Incident;ENG16RA028;04/17/2016;Fukuoka, Japan;Japan;;;;;Incident;;Airplane;;BOMBARDIER;CL600 2C10;No;;;;;;;;;;;;;Foreign;
20160421X03852;Incident;ENG16RA021;04/09/2016;Trapani, Italy;Italy;;;;;Incident;;Airplane;;ATR;ATR72;No;;;;;;;;;;;;TAKEOFF;Foreign;
20160420X82459;Incident;CEN16WA159;04/09/2016;Geneva, Switzerland;Switzerland;;;;;Incident;;Airplane;;CESSNA;550;No;;;;;;;;;;4;;CRUISE;Foreign;
20160413X94401;Incident;OPS16IA008B;04/07/2016;Dallas, TX;United States;;;DFW;DALLAS-FORT WORTH INTL;Incident;;Airplane;;BOEING;737 823;No;2;;;SCHD;;;;;;171;VMC;TAKEOFF;Preliminary;06/01/2017
20160413X94401;Incident;OPS16IA008A;04/07/2016;Dallas, TX;United States;;;DFW;DALLAS-FORT WORTH INTL;Incident;;Airplane;;EMBRAER S A;EMB-505;No;2;;;SCHD;;;;;;171;VMC;TAXI;Preliminary;06/01/2017
20160412X90826;Incident;CEN16WA150;04/06/2016;Bern, Switzerland;Switzerland;46.912222;7.290000;LSZB;Berne Airport;Incident;Minor;Helicopter;;ROBINSON;R22 BETA;No;1;Reciprocating;;;;;;;;2;VMC;;Foreign;
20160418X44917;Incident;OPS16IA010;04/03/2016;Jacksonville, FL;United States;;;;;Incident;;Airplane;;MOONEY;M20R;;1;Reciprocating;;;Personal;;;;;;;CLIMB;Preliminary;12/04/2017
20160330X81727;Incident;ENG16WA013;03/27/2016;Rome, Italy;Italy;;;;;Incident;;Airplane;;AIRBUS;A320;No;2;Turbo Fan;;;;;;;;99;;TAKEOFF;Foreign;
20160415X44044;Incident;DCA16WA135;03/27/2016;Porto de Moz Municipality, Brazil;Brazil;;;;;Incident;;Airplane;;BOEING COMPANY;737-76N;No;2;;Non-U.S., Commercial;SCHD;;;;;;;;;Foreign;
20160325X84311;Incident;DCA16WA110;03/25/2016;Nassau, Bahamas;Bahamas;;;;;Incident;Minor;Airplane;N273JB;EMBRAER;ERJ 190 100 IGW;No;;;;;;;;;;100;;APPROACH;Foreign;
20170130X13437;Incident;CEN16WA397;03/25/2016;George Town, Cayman Islands;Cayman Islands;19.295000;-81.358333;;;Incident;;Airplane;N683GA;BOMBARDIER INC;BD 700 1A10;;2;;Non-U.S., Non-Commercial;;;;;;;2;;TAXI;Foreign;
20160330X61845;Incident;ENG16WA014;03/22/2016;Brisbane, Australia;Australia;-27.384166;153.117500;;;Incident;;Airplane;;FAIRCHILD;SA-227-AT;No;;;;;;;;;;;;STANDING;Foreign;
20160512X42609;Incident;ANC16WA026;03/21/2016;Kagoshima, Japan;Japan;;;;;Incident;Minor;Airplane;;CIRRUS;SR22;No;;;;;;;;;;5;;LANDING;Foreign;
20160324X25327;Incident;DCA16WA109;03/20/2016;Cusco, Peru;Peru;;;;;Incident;Minor;Airplane;;BOEING;737;No;;;;;;;;;;;;TAKEOFF;Foreign;
20160329X42213;Incident;DCA16WA112;03/18/2016;Karachi, Pakistan;Pakistan;;;;;Incident;Minor;Airplane;;BEECH;1900;No;;;;;;;;;;;;TAKEOFF;Foreign;
20160317X82057;Incident;ENG16RA011;03/13/2016;Mexico City, Mexico;Mexico;;;;;Incident;;Airplane;;AIRBUS;A320;No;;;;SCHD;;;;;;;;APPROACH;Foreign;
20160314X33602;Incident;ENG16WA009;03/10/2016;Zurich, Switzerland;Switzerland;;;;;Incident;;;;;;;;;;;;;;;;90;;TAKEOFF;Foreign;
20160316X01800;Incident;ERA16WA132;03/09/2016;Doha, Qatar;Qatar;25.273056;51.608056;OTHH;Hamad International Airport;Incident;Minor;Airplane;;LEARJET;60;No;2;Turbo Fan;Non-U.S., Non-Commercial;;Unknown;;;;;7;UNK;;Foreign;
20160329X10519;Incident;DCA16WA111;03/05/2016;Billund, Denmark;Denmark;;;;;Incident;Minor;Airplane;;BOEING;737;;;;;;;;;;;;;TAKEOFF;Foreign;
20160629X15034;Incident;ENG16RA026;03/03/2016;Georgetown, Guyana;Guyana;;;;;Incident;;Airplane;;CESSNA;208;No;1;Turbo Prop;;;;;;;;;;CLIMB;Foreign;
20160413X30204;Incident;OPS16IA009B;02/26/2016;Honolulu, HI;United States;;;HNL;HONOLULU INTL;Incident;;Airplane;;CESSNA;208B;No;1;Turbo Prop;;NSCH;;;;;;10;VMC;GO-AROUND;Preliminary;06/01/2017
20160413X30204;Incident;OPS16IA009A;02/26/2016;Honolulu, HI;United States;;;HNL;HONOLULU INTL;Incident;;Airplane;;CESSNA;172S;No;1;;;;Personal;;;;;10;VMC;;Preliminary;06/01/2017
20160405X94849;Incident;ENG16WA019;02/26/2016;Domodedovo, Russia;Russia;;;UUDD;Domodedovo;Incident;Substantial;Airplane;;BOEING;767;No;2;;;SCHD;;;;;;348;;TAXI;Foreign;
20160224X21522;Incident;DCA16WA098;02/10/2016;Iquitos, Peru;Peru;;;;;Incident;;Airplane;;BOEING;737;No;;;;;;;;;;;;LANDING;Foreign;
20160216X04857;Incident;DCA16WA087;02/10/2016;Punta Cana, Dominican Republic;Dominican Republic;;;;;Incident;Minor;Airplane;;BOEING;777;No;;;;;;;;;;;;TAKEOFF;Foreign;
20160224X24110;Incident;DCA16WA099;02/09/2016;Calgary, Alberta, Canada;Canada;;;;;Incident;Minor;Airplane;;BOMBARDIER;DHC8;;;;;;;;;;;;;CRUISE;Foreign;
20160210X70158;Incident;CEN16IA103;02/09/2016;Dallas, TX;United States;;;DAL;DALLAS LOVE FIELD;Incident;;;N774SB;CESSNA;560;No;;;Part 135: Air Taxi & Commuter;NSCH;;;;;;5;VMC;TAXI;Preliminary;02/25/2016
20160201X84139;Incident;DCA16WA084;01/30/2016;London, United Kingdom;United Kingdom;;;;;Incident;;Airplane;;BOEING;747;No;;;;;;;;;;;;TAKEOFF;Foreign;
20160201X52407;Incident;OPS16IA004;01/29/2016;Fort Lauderdale, FL;United States;26.071667;-80.149722;FLL;FORT LAUDERDALE/HOLLYWOOD INTL;Incident;;Airplane;;AIRBUS;A321 231;;2;Turbo Fan;;SCHD;;;;;;;VMC;TAKEOFF;Preliminary;06/01/2017
20160127X70645;Incident;OPS16IA002;01/27/2016;Detroit, MI;United States;42.221945;-83.356389;DTW;DETROIT METROPOLITAN WAYNE COU;Incident;;Airplane;;BOMBARDIER INC;CL600 2D24;No;;;;SCHD;;;;;;;VMC;TAKEOFF;Preliminary;08/21/2017
20160615X01520;Incident;ENG16RA024;01/25/2016;Suvarnabhumi Airport, Thailand;Thailand;;;;;Incident;;Airplane;;AIRBUS;A320;;;;;;;;;;;;;CRUISE;Foreign;
20160218X53651;Incident;DCA16WA095;01/16/2016;Kiev, Ukraine;Ukraine;;;;Zhuliany;Incident;Minor;Airplane;;BOEING;737;No;;;Non-U.S., Commercial;SCHD;;;;;;;IMC;LANDING;Foreign;
20160201X65115;Incident;ERA16WA099;01/15/2016;Istanbul, Turkey;Turkey;40.987500;28.808333;LTBA;Istanbul Ataturk;Incident;Minor;Airplane;;CESSNA;550;No;;;Non-U.S., Non-Commercial;;Unknown;;;;;4;;TAXI;Foreign;
20160201X82558;Incident;DCA16WA083;01/13/2016;Lisbon, Portugal;Portugal;;;LPPT;Lisbon Airport;Incident;Minor;Airplane;;BOEING;777;No;;;;;;;;;;277;;;Foreign;
20160120X82009;Incident;CEN16IA091;01/12/2016;Little Rock, AR;United States;34.729445;-92.224723;LIT;BILL AND HILLARY CLINTON NATIO;Incident;Minor;Unknown;N200LP;MITSUBISHI;MU 300;No;;;Part 135: Air Taxi & Commuter;NSCH;;CENTRAL FLYING SERVICE INC;;;;4;VMC;TAKEOFF;Preliminary;02/29/2016
20160211X05621;Incident;ENG16WA008;01/11/2016;Lima, Peru;Peru;;;;;Incident;;Airplane;;BOEING;767;No;;Turbo Fan;;SCHD;;;;;;;;;Foreign;
20160130X94052;Incident;DCA16WA079;01/07/2016;Gran Canaria, Spain;Spain;;;GCLP;Gran Canaria Intl Airport;Incident;;Airplane;;BOEING;737;No;;;;;;;;;;;;TAKEOFF;Foreign;
20160107X03150;Incident;DCA16WA042;01/07/2016;Cluj-Napoca, Romania;Romania;;;LRCL;Cluj-Napoca International;Incident;;Airplane;;BOEING;737;No;;;;;;;;;;116;;LANDING;Foreign;
20160112X20411;Incident;ANC16IA013;01/07/2016;Anchorage, AK;United States;61.174167;-149.998055;ANC;TED STEVENS ANCHORAGE INTL;Incident;;Helicopter;N395CE;ROBINSON HELICOPTER COMPANY;R44 II;No;1;Reciprocating;Part 91: General Aviation;;Instructional;;;;;2;VMC;TAKEOFF;Probable Cause;12/12/2016
20160111X95013;Incident;DCA16WA047;01/06/2016;Saarbrucken, Germany;Germany;;;EDDR;Saarbrucken;Incident;Minor;Airplane;;SWEARINGEN;SA226;No;;;;;;;;;;2;;;Foreign;
20160105X81755;Incident;DCA16WA040;12/30/2015;Calgary, Canada;Canada;;;;;Incident;;Airplane;;Boeing;777-333ER;;2;;;;;;;;;;;;Foreign;
20160112X41357;Incident;CEN16WA081;12/29/2015;Cascais, Portugal;Portugal;9.355000;38.725000;LPCS;Cascais Aerodrome;Incident;Minor;Airplane;;CESSNA;172RG;No;;;Non-U.S., Non-Commercial;;Instructional;;;;;2;;LANDING;Foreign;
20160112X91508;Incident;DCA16WA048;12/23/2015;Gwangju-Si, Korea, Republic Of;Korea, Republic Of;;;;;Incident;;Airplane;;BOEING;737;No;;;;;;;;;;158;;CLIMB;Foreign;
20151224X90241;Incident;DCA16WA037;12/21/2015;Darwin, Australia;Australia;;;;;Incident;;Airplane;;BOEING;787;No;;;;;;;;;;302;;CRUISE;Foreign;
20151223X30310;Incident;DCA16IA036;12/19/2015;Seattle, WA;United States;47.463611;-122.313333;SEA;SEATTLE-TACOMA INTL;Incident;;Airplane;N477AS;BOEING;737;No;2;Turbo Fan;Part 121: Air Carrier;SCHD;;ALASKA AIRLINES INC;;;;153;VMC;LANDING;Preliminary;02/12/2016
20151229X10938;Incident;ENG16WA006;12/11/2015;Bogota, Colombia;Colombia;;;;;Incident;;Airplane;N593FL;AIRBUS;A319;No;2;Turbo Fan;;;;;;;;;;CLIMB;Foreign;
20151229X32052;Incident;WPR16IA044;12/08/2015;Seal Beach, CA;United States;33.755000;-118.058889;;N/A;Incident;Minor;Airplane;N932AC;CESSNA AIRCRAFT CO;LC41-550FG;No;1;Reciprocating;Part 91: General Aviation;;Personal;;;;;2;VMC;;Probable Cause;09/11/2018
20151210X51647;Incident;DCA16WA029;12/06/2015;Singapore, Singapore;Singapore;;;;;Incident;Minor;;;BOEING;737;No;;;;;;;;;;;;;Foreign;
20151208X12500;Incident;DCA16WA028B;12/06/2015;Madrid, Spain;Spain;;;LEMD;Madrid-Barajas;Incident;Minor;Airplane;;AIRBUS;330;No;;Turbo Fan;;SCHD;;;;;;;UNK;TAXI;Foreign;
20151208X12500;Incident;DCA16WA028A;12/06/2015;Madrid, Spain;Spain;;;LEMD;Madrid-Barajas;Incident;Minor;Airplane;N758AN;BOEING;777 223;No;2;Turbo Fan;Part 121: Air Carrier;SCHD;;;;;;;UNK;STANDING;Foreign;
20151210X10250;Incident;CEN16WA060;12/06/2015;Wexford, Ireland;Ireland;52.151111;-6.978611;;;Incident;;Helicopter;;SIKORSKY;S92;No;;;;;;;;;;;;MANEUVERING;Foreign;
20151222X23224;Incident;DCA16WA034;12/04/2015;Perth, Australia;Australia;;;;;Incident;;;;BOEING;;;;;;;;;;;;;;APPROACH;Foreign;
20160126X21133;Incident;DCA16WA072;12/03/2015;Portela, Portugal;Portugal;;;LPPT;Portela Airport;Incident;;;;BOEING;737;No;;;;;;;;;;180;;;Foreign;
20160112X00857;Incident;DCA16WA049;12/02/2015;Le Bourget, France;France;;;;Le Bourget;Incident;Minor;;;BOMBARDIER;BD100 1A10;;;;Non-U.S., Commercial;NSCH;;;;;;;;TAKEOFF;Foreign;
20151120X64809;Incident;CEN16LA047;11/16/2015;Goshen, IN;United States;41.526667;85.793333;GSH;Goshen Municipal;Incident;Minor;Helicopter;N88HA;EUROCOPTER;EC120B;No;1;Turbo Shaft;Part 91: General Aviation;;Personal;;;;;2;VMC;;Preliminary;12/03/2015
20151109X01039;Incident;WPR16IA025;11/07/2015;Paso Robles, CA;United States;35.672778;-120.626945;PRB;PASO ROBLES MUNI;Incident;Minor;Airplane;N999VX;CIRRUS DESIGN CORP;SR22T;No;1;Reciprocating;Part 91: General Aviation;;Instructional;;;;;5;VMC;LANDING;Probable Cause;03/19/2018
20151103X04738;Incident;DCA16WA017;11/02/2015;San Luis Potosi, Mexico;Mexico;;;MMSP;Ponciano Arriaga Intl Airport;Incident;Minor;Airplane;N73444;MCDONNELL DOUGLAS;DC 9 82(MD-82);No;;;;;;;;;;3;;TAKEOFF;Foreign;
20151103X94029;Incident;DCA16WA016;11/02/2015;Nicosia, Cyprus;Cyprus;;;;;Incident;Minor;Airplane;;BOEING;737;No;;;;;;;;;;185;;LANDING;Foreign;
20160331X41033;Incident;ENG16WA016;10/23/2015;Cusco, Peru;Peru;;;SPZO;Alejandro Velasco Astete Airpo;Incident;Substantial;Airplane;;BOEING;737;No;2;;;;;;;;;133;;LANDING;Foreign;
20151022X40219;Incident;DCA16WA007;10/20/2015;Paderborn, Germany;Germany;;;;;Incident;Minor;Airplane;;BOEING;737;No;;;;;;;;;;;;LANDING;Foreign;
20151005X35533;Incident;ENG16IA001;10/02/2015;Russian airspace, Japan;Japan;55.216389;160.109722;;N/A;Incident;Minor;Airplane;N662US;BOEING;747;No;4;Turbo Fan;Part 121: Air Carrier;SCHD;;Delta Air Lines (DBA: Delta Air Lines);;;;367;UNK;CRUISE;Probable Cause;10/20/2017
20150921X05442;Incident;WPR15IA263;09/21/2015;Idaho Falls, ID;United States;43.513611;-112.070834;IDA;IDAHO FALLS RGNL;Incident;Minor;Airplane;N7269T;CESSNA;T206H;No;1;Reciprocating;Part 91: General Aviation;;Aerial Observation;;;;2;;VMC;TAKEOFF;Probable Cause;01/21/2016
20150923X00156;Incident;DCA15WA198;09/15/2015;Miami, FL;United States;;;;;Incident;Minor;Airplane;;BOEING;777;No;;;Part 129: Foreign;;;;;;;279;;TAKEOFF;Foreign;
20150923X94814;Incident;DCA15WA197;09/14/2015;Frankfort, Germany;Germany;;;;;Incident;;Airplane;;BOEING;737;No;;;;;;;;;;188;;CRUISE;Foreign;
20151022X03317;Incident;DCA15WA203;09/12/2015;Perth, Australia;Australia;;;;;Incident;;Airplane;;AIRBUS;A320;No;;;;;;;;;;;;;Foreign;
20160225X95002;Incident;CEN15WA452;08/31/2015;Bergen, Norway;Norway;;;;;Incident;;Airplane;;PIPER;PA28;No;;;;;;;;;;1;;TAKEOFF;Foreign;
20150828X45040;Incident;WPR15IA252;08/27/2015;Scottsdale, AZ;United States;33.622778;-111.910556;SDL;Scottsdale;Incident;Minor;Airplane;N915TD;CIRRUS;SR22;No;1;Reciprocating;Part 91: General Aviation;;Instructional;;;;;3;VMC;LANDING;Probable Cause;08/01/2018
20150827X82014;Incident;CEN15IA385;08/27/2015;Joliet, IL;United States;41.577778;-88.173056;;N/A;Incident;Minor;Airplane;N900AM;PIPER;PA-23-250;No;2;Reciprocating;Part 91: General Aviation;;Positioning;;;;;1;VMC;;Probable Cause;10/19/2015
20151006X44558;Incident;DCA15WA202;08/18/2015;Trivandrum, India;India;;;;;Incident;;Airplane;;BOEING;737;No;;;;;;;;;;;;LANDING;Foreign;
